#name1	strand1	start1	end1	length1	name2	strand2	start2+	end2+	length2	id%
CM049493.1	+	1	856190	856190	CM049493.1	+	1	856190	856190	100.0%
CM049493.1	+	3911	6809	2899	CM049493.1	+	4347	7345	2999	76.9%
CM049493.1	+	3953	6995	3043	CM049493.1	+	4262	7254	2993	77.0%
CM049493.1	+	3959	6798	2840	CM049493.1	+	4688	7360	2673	76.3%
CM049493.1	+	3974	7135	3162	CM049493.1	+	4114	7254	3141	77.1%
CM049493.1	+	3975	7240	3266	CM049493.1	+	4005	7260	3256	78.8%
CM049493.1	+	3976	7207	3232	CM049493.1	+	4021	7242	3222	73.0%
CM049493.1	+	3976	7155	3180	CM049493.1	+	4071	7249	3179	76.9%
CM049493.1	+	3977	7153	3177	CM049493.1	+	4217	7327	3111	78.9%
CM049493.1	+	3977	7258	3282	CM049493.1	+	4042	7333	3292	78.0%
CM049493.1	+	4005	7260	3256	CM049493.1	+	3975	7240	3266	78.8%
CM049493.1	+	4042	7333	3292	CM049493.1	+	3977	7258	3282	78.0%
CM049493.1	+	4071	7249	3179	CM049493.1	+	3976	7155	3180	76.9%
CM049493.1	+	4102	7253	3152	CM049493.1	+	3915	7099	3185	76.0%
CM049493.1	+	4114	7254	3141	CM049493.1	+	3974	7135	3162	77.1%
CM049493.1	+	4159	7250	3092	CM049493.1	+	3959	7086	3128	75.5%
CM049493.1	+	4217	7327	3111	CM049493.1	+	3977	7153	3177	78.0%
CM049493.1	+	4262	7254	2993	CM049493.1	+	3953	6995	3043	77.2%
CM049493.1	+	4347	7345	2999	CM049493.1	+	3911	6809	2899	76.9%
CM049493.1	+	4424	7361	2938	CM049493.1	+	3975	6794	2820	76.1%
CM049493.1	+	4453	7360	2908	CM049493.1	+	3959	6753	2795	77.1%
CM049493.1	+	4506	7360	2855	CM049493.1	+	3977	6661	2685	76.4%
CM049493.1	+	5631	7234	1604	CM049493.1	+	5636	7244	1609	72.6%
CM049493.1	+	5692	7258	1567	CM049493.1	+	3953	5646	1694	75.5%
CM049493.1	+	9949	11213	1265	CM049493.1	+	10997	12265	1269	64.7%
CM049493.1	+	10594	11093	500	CM049493.1	+	10994	11423	430	65.6%
CM049493.1	+	10635	11003	369	CM049493.1	+	12073	12398	326	65.6%
CM049493.1	+	10994	11423	430	CM049493.1	+	10594	11093	500	65.6%
CM049493.1	+	24144	24698	555	CM049493.1	+	24114	24639	526	72.3%
CM049493.1	+	24202	24714	513	CM049493.1	+	24112	24568	457	71.8%
CM049493.1	+	31742	35417	3676	CM049493.1	+	70843	74440	3598	84.6%
CM049493.1	+	31799	33683	1885	CM049493.1	+	101429	103279	1851	80.7%
CM049493.1	+	31799	35417	3619	CM049493.1	+	81396	84948	3553	85.0%
CM049493.1	+	31799	45313	13515	CM049493.1	+	41707	54256	12550	86.2%
CM049493.1	+	31799	50929	19131	CM049493.1	+	50844	70053	19210	88.8%
CM049493.1	+	31799	43548	11750	CM049493.1	+	90905	103279	12375	87.5%
CM049493.1	+	31799	45576	13778	CM049493.1	+	60745	74692	13948	85.7%
CM049493.1	+	32677	32754	78	CM049493.1	+	32820	32902	83	80.8%
CM049493.1	+	32677	32791	115	CM049493.1	+	32783	32902	120	86.1%
CM049493.1	+	32677	32828	152	CM049493.1	+	32746	32902	157	90.1%
CM049493.1	+	32677	32865	189	CM049493.1	+	32709	32902	194	93.1%
CM049493.1	+	32709	32902	194	CM049493.1	+	32677	32865	189	93.1%
CM049493.1	+	32740	32780	41	CM049493.1	+	102356	102396	41	90.2%
CM049493.1	+	32746	32902	157	CM049493.1	+	32677	32828	152	90.1%
CM049493.1	+	32783	32902	120	CM049493.1	+	32677	32791	115	86.1%
CM049493.1	+	32820	32902	83	CM049493.1	+	32677	32754	78	80.8%
CM049493.1	+	34685	35416	732	CM049493.1	+	44588	45313	726	84.4%
CM049493.1	+	35781	36139	359	CM049493.1	+	74343	74676	334	84.4%
CM049493.1	+	35898	45313	9416	CM049493.1	+	84946	94551	9606	90.9%
CM049493.1	+	36088	62609	26522	CM049493.1	+	75582	103284	27703	88.9%
CM049493.1	+	38584	38683	100	CM049493.1	+	67138	67249	112	79.4%
CM049493.1	+	38584	38683	100	CM049493.1	+	47997	48108	112	79.4%
CM049493.1	+	38591	38778	188	CM049493.1	+	98019	98241	223	73.2%
CM049493.1	+	38603	38799	197	CM049493.1	+	67235	67424	190	72.8%
CM049493.1	+	38603	38851	249	CM049493.1	+	48094	48338	245	72.7%
CM049493.1	+	38603	38712	110	CM049493.1	+	98179	98283	105	80.0%
CM049493.1	+	38605	38788	184	CM049493.1	+	38627	38801	175	73.8%
CM049493.1	+	38613	38799	187	CM049493.1	+	78207	78399	193	73.9%
CM049493.1	+	38658	38801	144	CM049493.1	+	57586	57732	147	70.9%
CM049493.1	+	38658	38827	170	CM049493.1	+	78229	78403	175	71.9%
CM049493.1	+	41305	42695	1391	CM049493.1	+	70525	71851	1327	81.6%
CM049493.1	+	41707	54256	12550	CM049493.1	+	31799	45313	13515	86.2%
CM049493.1	+	44594	45313	720	CM049493.1	+	34694	35416	723	84.5%
CM049493.1	+	45312	64717	19406	CM049493.1	+	54732	74711	19980	87.4%
CM049493.1	+	45312	52558	7247	CM049493.1	+	95028	103348	8321	86.4%
CM049493.1	+	45500	54257	8758	CM049493.1	+	75581	84948	9368	88.2%
CM049493.1	+	47923	48140	218	CM049493.1	+	78078	78302	225	78.8%
CM049493.1	+	47984	48185	202	CM049493.1	+	87662	87921	260	75.4%
CM049493.1	+	47985	48179	195	CM049493.1	+	57489	57685	197	75.6%
CM049493.1	+	48010	48178	169	CM049493.1	+	87762	87933	172	74.4%
CM049493.1	+	48036	48338	303	CM049493.1	+	98089	98405	317	71.9%
CM049493.1	+	48037	48338	302	CM049493.1	+	78118	78438	321	73.3%
CM049493.1	+	48057	48196	140	CM049493.1	+	67150	67289	140	77.7%
