#name1	strand1	start1	end1	length1	name2	strand2	start2+	end2+	length2	id%
NC_092131.1	+	9988	10307	320	CBCUDI010000027.1	+	1257904	1258225	322	61.8%
NC_092131.1	+	9988	10307	320	CBCUDI010000027.1	+	1068793	1069114	322	62.6%
NC_092131.1	+	23889	24124	236	CBCUDI010000027.1	+	697496	697733	238	67.8%
NC_092131.1	+	23889	24124	236	CBCUDI010000027.1	+	1142139	1142376	238	69.5%
NC_092131.1	+	28129	28616	488	CBCUDI010000027.1	+	1257802	1258288	487	86.7%
NC_092131.1	+	28129	28616	488	CBCUDI010000027.1	+	1068691	1069177	487	87.3%
NC_092131.1	+	78255	79068	814	CBCUDI010000027.1	+	1210359	1211153	795	69.9%
NC_092131.1	+	99168	100170	1003	CBCUDI010000027.1	+	1425861	1426863	1003	74.3%
NC_092131.1	+	123638	134716	11079	CBCUDI010000027.1	+	207807	219266	11460	93.4%
NC_092131.1	+	165164	165996	833	CBCUDI010000027.1	+	1365510	1366348	839	70.8%
NC_092131.1	+	167785	168300	516	CBCUDI010000027.1	+	1257802	1258317	516	72.6%
NC_092131.1	+	167785	168300	516	CBCUDI010000027.1	+	1068691	1069206	516	73.7%
NC_092131.1	+	220623	220703	81	CBCUDI010000027.1	+	643723	643803	81	95.1%
NC_092131.1	+	231929	236162	4234	CBCUDI010000027.1	+	439385	444025	4641	83.5%
NC_092131.1	+	232387	236162	3776	CBCUDI010000027.1	+	466250	470657	4408	84.4%
NC_092131.1	+	232394	234867	2474	CBCUDI010000027.1	+	281247	283779	2533	84.5%
NC_092131.1	+	234342	236162	1821	CBCUDI010000027.1	+	303610	305403	1794	85.8%
NC_092131.1	+	236161	236616	456	CBCUDI010000027.1	+	254975	255442	468	69.4%
NC_092131.1	+	238758	239286	529	CBCUDI010000027.1	+	1257802	1258329	528	70.2%
NC_092131.1	+	238758	239286	529	CBCUDI010000027.1	+	1068691	1069218	528	71.2%
NC_092131.1	+	276629	276891	263	CBCUDI010000027.1	+	1257802	1258064	263	79.8%
NC_092131.1	+	276629	276891	263	CBCUDI010000027.1	+	1068691	1068953	263	80.9%
NC_092131.1	+	300966	302181	1216	CBCUDI010000027.1	+	442809	443725	917	81.8%
NC_092131.1	+	301668	302181	514	CBCUDI010000027.1	+	912738	913255	518	84.1%
NC_092131.1	+	303473	305552	2080	CBCUDI010000027.1	+	1256171	1258291	2121	68.0%
NC_092131.1	+	303473	305552	2080	CBCUDI010000027.1	+	1067062	1069180	2119	67.6%
NC_092131.1	+	305998	306115	118	CBCUDI010000027.1	+	908558	908675	118	81.4%
NC_092131.1	+	312231	312298	68	CBCUDI010000027.1	+	1229825	1229892	68	83.8%
NC_092131.1	+	314231	314493	263	CBCUDI010000027.1	+	1257802	1258064	263	77.6%
NC_092131.1	+	314231	314493	263	CBCUDI010000027.1	+	1068691	1068953	263	78.3%
NC_092131.1	+	330973	331731	759	CBCUDI010000027.1	+	1172556	1173313	758	84.9%
NC_092131.1	+	330973	331731	759	CBCUDI010000027.1	+	793810	794569	760	84.7%
NC_092131.1	+	330973	331731	759	CBCUDI010000027.1	+	673626	674384	759	84.9%
NC_092131.1	+	340429	340956	528	CBCUDI010000027.1	+	1257802	1258329	528	74.1%
NC_092131.1	+	340429	340956	528	CBCUDI010000027.1	+	1068691	1069218	528	75.5%
NC_092131.1	+	375771	376299	529	CBCUDI010000027.1	+	1257791	1258317	527	70.8%
NC_092131.1	+	375771	376299	529	CBCUDI010000027.1	+	1068680	1069206	527	71.7%
NC_092131.1	+	391795	392291	497	CBCUDI010000027.1	+	1257802	1258295	494	73.8%
NC_092131.1	+	391795	392291	497	CBCUDI010000027.1	+	1068691	1069184	494	74.8%
NC_092131.1	+	399050	400139	1090	CBCUDI010000027.1	+	1129069	1130158	1090	62.7%
NC_092131.1	+	399054	400139	1086	CBCUDI010000027.1	+	624596	625680	1085	63.0%
NC_092131.1	+	399061	399238	178	CBCUDI010000027.1	+	1494475	1494654	180	73.0%
NC_092131.1	+	399948	400070	123	CBCUDI010000027.1	+	1495289	1495409	121	70.2%
NC_092131.1	+	402008	402491	484	CBCUDI010000027.1	+	1257802	1258288	487	84.7%
NC_092131.1	+	402008	402491	484	CBCUDI010000027.1	+	1068691	1069177	487	84.9%
NC_092131.1	+	402941	403058	118	CBCUDI010000027.1	+	908558	908675	118	78.8%
NC_092131.1	+	406572	406652	81	CBCUDI010000027.1	+	643723	643803	81	92.6%
NC_092131.1	+	412303	412436	134	CBCUDI010000027.1	+	753960	754092	133	82.0%
NC_092131.1	+	476355	476690	336	CBCUDI010000027.1	+	1257888	1258222	335	62.7%
NC_092131.1	+	476365	476690	326	CBCUDI010000027.1	+	1068792	1069111	320	63.4%
NC_092131.1	+	481763	481999	237	CBCUDI010000027.1	+	1425878	1426113	236	87.3%
NC_092131.1	+	499014	499879	866	CBCUDI010000027.1	+	1257802	1258668	867	85.6%
NC_092131.1	+	499014	499879	866	CBCUDI010000027.1	+	1068691	1069557	867	86.1%
NC_092131.1	+	505017	505073	57	CBCUDI010000027.1	+	1168638	1168694	57	93.0%
NC_092131.1	+	508914	509457	544	CBCUDI010000027.1	+	1257777	1258319	543	69.4%
NC_092131.1	+	508914	509457	544	CBCUDI010000027.1	+	1068666	1069208	543	70.1%
NC_092131.1	+	519302	519794	493	CBCUDI010000027.1	+	1068691	1069182	492	73.9%
NC_092131.1	+	539193	539528	336	CBCUDI010000027.1	+	1257888	1258222	335	64.6%
NC_092131.1	+	539203	539618	416	CBCUDI010000027.1	+	1068792	1069182	391	62.9%
NC_092131.1	+	552310	552795	486	CBCUDI010000027.1	+	1257802	1258288	487	84.4%
NC_092131.1	+	552310	552795	486	CBCUDI010000027.1	+	1068691	1069177	487	85.0%
NC_092131.1	+	553242	553342	101	CBCUDI010000027.1	+	908557	908657	101	88.1%
NC_092131.1	+	592346	592608	263	CBCUDI010000027.1	+	1257802	1258064	263	78.3%
NC_092131.1	+	592346	592608	263	CBCUDI010000027.1	+	1068691	1068953	263	79.1%
NC_092131.1	+	618432	618918	487	CBCUDI010000027.1	+	1257802	1258288	487	84.4%
NC_092131.1	+	618432	618918	487	CBCUDI010000027.1	+	1068691	1069177	487	85.4%
NC_092131.1	+	637037	637161	125	CBCUDI010000027.1	+	753960	754084	125	89.6%
NC_092131.1	+	641006	641111	106	CBCUDI010000027.1	+	1365570	1365678	109	76.4%
NC_092131.1	+	655692	656223	532	CBCUDI010000027.1	+	1257802	1258331	530	70.4%
NC_092131.1	+	655692	656223	532	CBCUDI010000027.1	+	1068691	1069220	530	71.7%
NC_092131.1	+	665026	665791	766	CBCUDI010000027.1	+	1210406	1211164	759	84.5%
NC_092131.1	+	665026	665791	766	CBCUDI010000027.1	+	1316490	1317264	775	85.0%
NC_092131.1	+	687589	688075	487	CBCUDI010000027.1	+	1257802	1258288	487	83.6%
NC_092131.1	+	687589	688075	487	CBCUDI010000027.1	+	1068691	1069177	487	84.2%
NC_092131.1	+	688533	688632	100	CBCUDI010000027.1	+	908558	908657	100	87.0%
NC_092131.1	+	692487	692567	81	CBCUDI010000027.1	+	643723	643803	81	92.6%
NC_092131.1	+	698494	698618	125	CBCUDI010000027.1	+	753960	754084	125	91.2%
