#name1	strand1	start1	end1	length1	name2	strand2	start2+	end2+	length2	id%
CM049493.1	+	118421	118926	506	CM091517.1	+	1714241	1714758	518	88.5%
CM049493.1	+	130495	131012	518	CM091517.1	+	1726318	1726823	506	89.1%
CM049493.1	+	174944	180950	6007	CM091517.1	+	1624680	1630997	6318	94.4%
CM049493.1	+	180943	190182	9240	CM091517.1	+	1633100	1642547	9448	94.4%
CM049493.1	+	201735	201897	163	CM091517.1	+	1654385	1654543	159	76.8%
CM049493.1	+	202153	211605	9453	CM091517.1	+	1654552	1663791	9240	94.6%
CM049493.1	+	208574	218666	10093	CM091517.1	+	123946	134057	10112	94.8%
CM049493.1	+	213708	220021	6314	CM091517.1	+	1663784	1670156	6373	94.2%
CM049493.1	+	270522	273061	2540	CM091517.1	+	394196	396709	2514	84.5%
CM049493.1	+	270530	273061	2532	CM091517.1	+	232063	234540	2478	84.3%
CM049493.1	+	291343	293001	1659	CM091517.1	+	393690	395051	1362	75.6%
CM049493.1	+	291343	293001	1659	CM091517.1	+	231535	232867	1333	75.9%
CM049493.1	+	353841	356292	2452	CM091517.1	+	1525622	1528230	2609	63.6%
CM049493.1	+	429076	433701	4626	CM091517.1	+	231598	235835	4238	83.5%
CM049493.1	+	429839	433701	3863	CM091517.1	+	394194	398006	3813	85.6%
CM049493.1	+	432488	433400	913	CM091517.1	+	462716	463930	1215	80.7%
CM049493.1	+	432488	433400	913	CM091517.1	+	298861	300075	1215	81.3%
CM049493.1	+	455934	460043	4110	CM091517.1	+	394194	398006	3813	85.1%
CM049493.1	+	455934	460043	4110	CM091517.1	+	232056	235835	3780	84.9%
CM049493.1	+	471463	478353	6891	CM091517.1	+	477690	484276	6587	98.5%
CM049493.1	+	478350	480958	2609	CM091517.1	+	1468388	1470760	2373	86.6%
CM049493.1	+	478350	480733	2384	CM091517.1	+	51637	54043	2407	88.8%
CM049493.1	+	478350	480958	2609	CM091517.1	+	1307304	1309906	2603	99.8%
CM049493.1	+	593811	594074	264	CM091517.1	+	278585	278843	259	78.0%
CM049493.1	+	604014	604122	109	CM091517.1	+	770410	770509	100	89.0%
CM049493.1	+	604572	605062	491	CM091517.1	+	278361	278843	483	84.7%
CM049493.1	+	615709	616474	766	CM091517.1	+	502423	503198	776	85.4%
CM049493.1	+	615709	616474	766	CM091517.1	+	330869	331627	759	85.1%
CM049493.1	+	676635	676734	100	CM091517.1	+	770410	770509	100	89.0%
CM049493.1	+	677183	677667	485	CM091517.1	+	278361	278843	483	83.2%
CM049493.1	+	685220	685984	765	CM091517.1	+	502423	503198	776	85.4%
CM049493.1	+	685220	685984	765	CM091517.1	+	330869	331627	759	85.1%
CM049493.1	+	700036	700155	120	CM091517.1	+	165799	165926	128	75.8%
CM049493.1	+	712514	713014	501	CM091517.1	+	544873	545379	507	87.6%
CM049493.1	+	719641	719689	49	CM091517.1	+	567215	567263	49	89.8%
CM049493.1	+	741123	741221	99	CM091517.1	+	770410	770508	99	84.8%
CM049493.1	+	749804	750319	516	CM091517.1	+	278332	278840	509	69.1%
CM049493.1	+	761482	761968	487	CM091517.1	+	278361	278843	483	85.1%
CM049493.1	+	765814	766047	234	CM091517.1	+	725477	725710	234	65.8%
CM049493.1	+	765814	766053	240	CM091517.1	+	571073	571312	240	68.8%
CM049493.1	+	765862	766950	1089	CM091517.1	+	939011	940099	1089	64.7%
CM049493.1	+	765862	766946	1085	CM091517.1	+	1027587	1028671	1085	64.4%
CM049493.1	+	796602	797133	532	CM091517.1	+	278318	278843	526	72.2%
CM049493.1	+	806800	807564	765	CM091517.1	+	502423	503198	776	86.1%
