#name1	strand1	start1	end1	length1	name2	strand2	start2+	end2+	length2	id%
CM091517.1	+	1	1837094	1837094	CM091517.1	+	1	1837094	1837094	100.0%
CM091517.1	+	4	8032	8029	CM091517.1	+	1473454	1481740	8287	82.9%
CM091517.1	+	295	8161	7867	CM091517.1	+	1271156	1278264	7109	82.3%
CM091517.1	+	319	8177	7859	CM091517.1	+	1443656	1450584	6929	82.5%
CM091517.1	+	319	8170	7852	CM091517.1	+	1247179	1254169	6991	82.5%
CM091517.1	+	1010	2912	1903	CM091517.1	+	66469	68365	1897	87.3%
CM091517.1	+	5621	8161	2541	CM091517.1	+	68677	71423	2747	75.3%
CM091517.1	+	6654	8067	1414	CM091517.1	+	1080153	1081421	1269	66.6%
CM091517.1	+	7289	8161	873	CM091517.1	+	160336	161079	744	74.6%
CM091517.1	+	7289	8161	873	CM091517.1	+	19683	20547	865	74.6%
CM091517.1	+	7289	8107	819	CM091517.1	+	1102141	1102910	770	76.2%
CM091517.1	+	7289	8192	904	CM091517.1	+	1253136	1254061	926	81.4%
CM091517.1	+	7289	8161	873	CM091517.1	+	1277252	1278185	934	84.5%
CM091517.1	+	7289	8170	882	CM091517.1	+	1449622	1450556	935	83.1%
CM091517.1	+	7292	8156	865	CM091517.1	+	1310209	1311071	863	82.3%
CM091517.1	+	7292	8161	870	CM091517.1	+	1480867	1481710	844	83.4%
CM091517.1	+	7293	8086	794	CM091517.1	+	918242	919208	967	75.5%
CM091517.1	+	7293	8166	874	CM091517.1	+	1080455	1081420	966	76.0%
CM091517.1	+	7293	8192	900	CM091517.1	+	69981	71024	1044	83.8%
CM091517.1	+	7725	8166	442	CM091517.1	+	561562	562070	509	76.2%
CM091517.1	+	7730	8161	432	CM091517.1	+	561777	562260	484	76.3%
CM091517.1	+	7760	8161	402	CM091517.1	+	1593831	1594328	498	80.0%
CM091517.1	+	7761	8161	401	CM091517.1	+	1158792	1159186	395	74.4%
CM091517.1	+	7761	8161	401	CM091517.1	+	71242	71736	495	79.9%
CM091517.1	+	8170	9554	1385	CM091517.1	+	1280006	1281679	1674	84.5%
CM091517.1	+	8170	9554	1385	CM091517.1	+	1160084	1162071	1988	83.6%
CM091517.1	+	8170	9554	1385	CM091517.1	+	863782	865474	1693	83.6%
CM091517.1	+	8170	9554	1385	CM091517.1	+	1047843	1049536	1694	83.4%
CM091517.1	+	8170	9554	1385	CM091517.1	+	1451260	1452956	1697	83.2%
CM091517.1	+	8170	9554	1385	CM091517.1	+	1254873	1256568	1696	83.6%
CM091517.1	+	8170	9554	1385	CM091517.1	+	894200	895888	1689	83.6%
CM091517.1	+	8170	9554	1385	CM091517.1	+	599007	600687	1681	84.1%
CM091517.1	+	8170	9051	882	CM091517.1	+	937109	937855	747	74.2%
CM091517.1	+	8170	9188	1019	CM091517.1	+	1482458	1483358	901	75.9%
CM091517.1	+	8170	9051	882	CM091517.1	+	578450	579207	758	74.2%
CM091517.1	+	8170	12646	4477	CM091517.1	+	1311871	1316227	4357	85.8%
CM091517.1	+	8170	12381	4212	CM091517.1	+	73704	77968	4265	85.4%
CM091517.1	+	8170	9051	882	CM091517.1	+	651132	651889	758	74.8%
CM091517.1	+	9486	10518	1033	CM091517.1	+	456626	457663	1038	67.7%
CM091517.1	+	9486	10518	1033	CM091517.1	+	292767	293812	1046	68.1%
CM091517.1	+	9530	11974	2445	CM091517.1	+	1606899	1609286	2388	77.7%
CM091517.1	+	9530	11594	2065	CM091517.1	+	568946	570930	1985	76.2%
CM091517.1	+	9533	12647	3115	CM091517.1	+	1285779	1288697	2919	82.7%
CM091517.1	+	9536	11962	2427	CM091517.1	+	1554024	1556382	2359	77.5%
CM091517.1	+	9549	10392	844	CM091517.1	+	1459326	1460168	843	83.7%
CM091517.1	+	9549	10392	844	CM091517.1	+	1262941	1263779	839	83.5%
CM091517.1	+	9554	11962	2409	CM091517.1	+	1232945	1235224	2280	76.8%
CM091517.1	+	9554	11962	2409	CM091517.1	+	790216	792561	2346	76.8%
CM091517.1	+	9563	11908	2346	CM091517.1	+	1387348	1389602	2255	76.2%
