#name1	strand1	start1	end1	length1	name2	strand2	start2+	end2+	length2	id%
CM049493.1	+	1	63912	63912	CBCUDI010000027.1	+	553	64056	63504	96.5%
CM049493.1	+	3570	6784	3215	CBCUDI010000027.1	+	4137	7351	3215	84.2%
CM049493.1	+	3975	6753	2779	CBCUDI010000027.1	+	4572	7366	2795	77.0%
CM049493.1	+	3976	6661	2686	CBCUDI010000027.1	+	4588	7366	2779	76.3%
CM049493.1	+	3977	6186	2210	CBCUDI010000027.1	+	5063	7250	2188	76.0%
CM049493.1	+	4102	7240	3139	CBCUDI010000027.1	+	4482	7266	2785	78.0%
CM049493.1	+	4236	7234	2999	CBCUDI010000027.1	+	4543	7250	2708	82.1%
CM049493.1	+	4255	6588	2334	CBCUDI010000027.1	+	4543	6681	2139	72.8%
CM049493.1	+	4282	7230	2949	CBCUDI010000027.1	+	4545	7241	2697	76.8%
CM049493.1	+	4392	6421	2030	CBCUDI010000027.1	+	4580	6474	1895	75.9%
CM049493.1	+	4421	7244	2824	CBCUDI010000027.1	+	4544	7240	2697	76.5%
CM049493.1	+	4453	7260	2808	CBCUDI010000027.1	+	4526	7246	2721	77.6%
CM049493.1	+	4506	7254	2749	CBCUDI010000027.1	+	4544	7148	2605	78.5%
CM049493.1	+	4777	7361	2585	CBCUDI010000027.1	+	4520	7122	2603	75.4%
CM049493.1	+	4915	7345	2431	CBCUDI010000027.1	+	4543	6842	2300	77.9%
CM049493.1	+	4950	7254	2305	CBCUDI010000027.1	+	4543	6726	2184	76.0%
CM049493.1	+	5701	6573	873	CBCUDI010000027.1	+	5874	6666	793	74.2%
CM049493.1	+	5712	6467	756	CBCUDI010000027.1	+	5876	6545	670	71.3%
CM049493.1	+	5966	7254	1289	CBCUDI010000027.1	+	4520	5760	1241	75.5%
CM049493.1	+	10594	10701	108	CBCUDI010000027.1	+	10987	11091	105	73.3%
CM049493.1	+	10635	11003	369	CBCUDI010000027.1	+	12077	12402	326	65.3%
CM049493.1	+	10836	11422	587	CBCUDI010000027.1	+	10465	11085	621	62.2%
CM049493.1	+	11035	11213	179	CBCUDI010000027.1	+	12077	12269	193	70.7%
CM049493.1	+	31799	33683	1885	CBCUDI010000027.1	+	111243	113197	1955	81.3%
CM049493.1	+	31799	35417	3619	CBCUDI010000027.1	+	71611	75127	3517	83.9%
CM049493.1	+	31799	35417	3619	CBCUDI010000027.1	+	91622	95164	3543	84.9%
CM049493.1	+	31799	35417	3619	CBCUDI010000027.1	+	82111	85653	3543	84.7%
CM049493.1	+	31799	45576	13778	CBCUDI010000027.1	+	60918	75379	14462	86.3%
CM049493.1	+	31799	45363	13565	CBCUDI010000027.1	+	41567	54290	12724	86.2%
