#name1	strand1	start1	end1	length1	name2	strand2	start2+	end2+	length2	id%
NC_088381.1	+	214	37879	37666	CM049493.1	+	1	36791	36791	98.7%
NC_088381.1	+	37832	63185	25354	CM049493.1	+	76716	103284	26569	89.1%
NC_088381.1	+	37840	192779	154940	CM049493.1	+	37290	191744	154455	97.8%
NC_088381.1	+	76727	104181	27455	CM049493.1	+	36088	62609	26522	89.2%
NC_088381.1	+	192781	236373	43593	CM049493.1	+	198625	242473	43849	97.2%
NC_088381.1	+	291229	314497	23269	CM049493.1	+	230965	254207	23243	98.3%
NC_088381.1	+	314491	513878	199388	CM049493.1	+	269010	468153	199144	98.6%
NC_088381.1	+	518963	597807	78845	CM049493.1	+	480946	559804	78859	98.6%
NC_088381.1	+	597803	635891	38089	CM049493.1	+	562674	600732	38059	98.0%
NC_088381.1	+	652807	699954	47148	CM049493.1	+	620327	667049	46723	97.7%
NC_088381.1	+	747191	770979	23789	CM049493.1	+	781137	804939	23803	97.9%
NC_088381.1	+	821510	846645	25136	CM049493.1	+	735867	761440	25574	94.5%
NC_088381.1	+	834544	867749	33206	CM049493.1	+	650405	683349	32945	94.5%
