#name1	strand1	start1	end1	length1	name2	strand2	start2+	end2+	length2	id%
CM049493.1	+	1	63912	63912	CBCUDI010000027.1	+	553	64056	63504	96.5%
CM049493.1	+	35898	62609	26712	CBCUDI010000027.1	+	85651	113202	27552	89.2%
CM049493.1	+	45312	64717	19406	CBCUDI010000027.1	+	54724	75398	20675	87.3%
CM049493.1	+	63884	103348	39465	CBCUDI010000027.1	+	64689	103100	38412	92.7%
CM049493.1	+	75582	103284	27703	CBCUDI010000027.1	+	36077	62742	26666	88.9%
CM049493.1	+	75582	140823	65242	CBCUDI010000027.1	+	85828	151111	65284	95.5%
CM049493.1	+	153085	222042	68958	CBCUDI010000027.1	+	151104	221290	70187	97.8%
CM049493.1	+	242464	282668	40205	CBCUDI010000027.1	+	252870	293381	40512	97.9%
CM049493.1	+	282658	328942	46285	CBCUDI010000027.1	+	293699	340244	46546	97.7%
CM049493.1	+	330215	471462	141248	CBCUDI010000027.1	+	340244	482412	142169	97.5%
CM049493.1	+	480946	541307	60362	CBCUDI010000027.1	+	483299	543871	60573	97.0%
CM049493.1	+	566067	600732	34666	CBCUDI010000027.1	+	558933	593839	34907	96.6%
CM049493.1	+	650455	678093	27639	CBCUDI010000027.1	+	759207	786819	27613	94.9%
CM049493.1	+	708594	731430	22837	CBCUDI010000027.1	+	691362	714597	23236	97.9%
CM049493.1	+	735867	757626	21760	CBCUDI010000027.1	+	728475	750564	22090	95.5%
CM049493.1	+	822902	850262	27361	CBCUDI010000027.1	+	763608	789615	26008	95.1%
CM049493.1	+	829418	849474	20057	CBCUDI010000027.1	+	603741	623219	19479	95.0%
