#name1	strand1	start1	end1	length1	name2	strand2	start2+	end2+	length2	id%
NC_065584.1	+	685875	707642	21768	CM049493.1	+	641126	662495	21370	97.5%
NC_065584.1	+	695162	720955	25794	CM049493.1	+	748979	774701	25723	94.5%
NC_065584.1	+	761572	784472	22901	CM049493.1	+	612809	635378	22570	96.7%
NC_065584.1	+	795501	816300	20800	CM049493.1	+	616893	637434	20542	98.0%
NC_065584.1	+	816802	858478	41677	CM049493.1	+	698903	740532	41630	98.7%
NC_065584.1	+	663584	685373	21790	CM049493.1	-	664338	686090	21753	99.0%
NC_065584.1	+	721457	755153	33697	CM049493.1	-	764559	798528	33970	98.3%
NC_065584.1	+	916789	954748	37960	CM049493.1	-	562674	600732	38059	97.6%
NC_065584.1	+	963176	1033650	70475	CM049493.1	-	480946	551134	70189	98.3%
NC_065584.1	+	1038314	1072157	33844	CM049493.1	-	434357	468153	33797	97.7%
NC_065584.1	+	1072514	1262892	190379	CM049493.1	-	242464	432257	189794	98.7%
NC_065584.1	+	1341813	1365558	23746	CM049493.1	-	218460	242473	24014	95.7%
NC_065584.1	+	1366314	1428758	62445	CM049493.1	-	156315	218477	62163	99.2%
NC_065584.1	+	1429763	1557392	127630	CM049493.1	-	28434	156328	127895	97.9%
NC_065584.1	+	1482830	1510122	27293	CM049493.1	-	36088	62609	26522	89.1%
NC_065584.1	+	1511012	1531269	20258	CM049493.1	-	45312	64700	19389	87.7%
NC_065584.1	+	1523385	1549890	26506	CM049493.1	-	75582	103284	27703	88.8%
NC_065584.1	+	1557397	1586361	28965	CM049493.1	-	1	28864	28864	98.4%
