#name1	strand1	start1	end1	length1	name2	strand2	start2+	end2+	length2	id%
NC_092131.1	+	2	164097	164096	CM091517.1	+	1	164538	164538	99.7%
NC_092131.1	+	160664	255295	94632	CM091517.1	+	160826	255008	94183	99.0%
NC_092131.1	+	223566	312082	88517	CM091517.1	+	385744	473871	88128	98.4%
NC_092131.1	+	283681	312082	28402	CM091517.1	+	281585	309992	28408	98.3%
NC_092131.1	+	312079	332848	20770	CM091517.1	+	311945	332745	20801	97.6%
NC_092131.1	+	332845	366486	33642	CM091517.1	+	335680	369256	33577	98.1%
NC_092131.1	+	366485	412882	46398	CM091517.1	+	547846	594310	46465	97.0%
NC_092131.1	+	401749	485067	83319	CM091517.1	+	621926	705574	83649	98.9%
NC_092131.1	+	497832	581916	84085	CM091517.1	+	719280	803760	84481	99.0%
NC_092131.1	+	604777	640436	35660	CM091517.1	+	825282	860935	35654	98.6%
NC_092131.1	+	672124	736690	64567	CM091517.1	+	928486	992890	64405	98.5%
NC_092131.1	+	687133	713541	26409	CM091517.1	+	997014	1023162	26149	94.6%
NC_092131.1	+	847789	868099	20311	CM091517.1	+	973918	994489	20572	98.2%
NC_092131.1	+	865389	889546	24158	CM091517.1	+	901018	924786	23769	97.1%
NC_092131.1	+	865398	1047698	182301	CM091517.1	+	1063561	1245607	182047	99.3%
NC_092131.1	+	901777	923361	21585	CM091517.1	+	932424	954234	21811	93.8%
NC_092131.1	+	986693	1006877	20185	CM091517.1	+	304770	323957	19188	90.4%
NC_092131.1	+	1045855	1107335	61481	CM091517.1	+	1267329	1329376	62048	97.8%
NC_092131.1	+	1107326	1307379	200054	CM091517.1	+	1338022	1537813	199792	99.6%
NC_092131.1	+	1200050	1233346	33297	CM091517.1	+	1234074	1267327	33254	97.2%
NC_092131.1	+	1321094	1361690	40597	CM091517.1	+	1537773	1578417	40645	99.1%
NC_092131.1	+	1377699	1581996	204298	CM091517.1	+	1580679	1785090	204412	99.2%
NC_092131.1	+	1579670	1616453	36784	CM091517.1	+	1741854	1779728	37875	89.3%
NC_092131.1	+	1606646	1653434	46789	CM091517.1	+	1790078	1837012	46935	98.8%
