#name1	strand1	start1	end1	length1	name2	strand2	start2+	end2+	length2	id%
CM091517.1	+	18390	54506	36117	CBCUDI010000027.1	-	1464208	1499974	35767	97.4%
CM091517.1	+	109065	156170	47106	CBCUDI010000027.1	-	1373986	1421374	47389	97.6%
CM091517.1	+	157640	186608	28969	CBCUDI010000027.1	-	1344914	1373993	29080	96.8%
CM091517.1	+	200593	222023	21431	CBCUDI010000027.1	-	1320436	1342527	22092	96.3%
CM091517.1	+	235834	257832	21999	CBCUDI010000027.1	-	1285192	1307552	22361	95.8%
CM091517.1	+	288481	335137	46657	CBCUDI010000027.1	-	1206984	1253216	46233	96.6%
CM091517.1	+	452316	474278	21963	CBCUDI010000027.1	-	1231592	1253216	21625	96.2%
CM091517.1	+	485998	506564	20567	CBCUDI010000027.1	-	1206984	1227589	20606	97.5%
CM091517.1	+	506529	543072	36544	CBCUDI010000027.1	-	1169932	1206673	36742	96.8%
CM091517.1	+	572236	594310	22075	CBCUDI010000027.1	-	1116050	1138239	22190	94.4%
CM091517.1	+	623877	673913	50037	CBCUDI010000027.1	-	1011676	1061885	50210	96.6%
CM091517.1	+	725549	818733	93185	CBCUDI010000027.1	-	859633	953951	94319	96.9%
CM091517.1	+	944324	969964	25641	CBCUDI010000027.1	-	728475	753974	25500	95.1%
CM091517.1	+	997768	1024836	27069	CBCUDI010000027.1	-	726803	753974	27172	95.0%
CM091517.1	+	1017332	1042031	24700	CBCUDI010000027.1	-	611611	635884	24274	95.7%
CM091517.1	+	1133754	1154134	20381	CBCUDI010000027.1	-	755464	775993	20530	94.8%
CM091517.1	+	1184185	1204367	20183	CBCUDI010000027.1	-	1217984	1237228	19245	90.6%
CM091517.1	+	1184801	1222186	37386	CBCUDI010000027.1	-	558933	595877	36945	96.4%
CM091517.1	+	1234074	1267327	33254	CBCUDI010000027.1	-	356434	389369	32936	95.9%
CM091517.1	+	1267656	1329376	61721	CBCUDI010000027.1	-	482403	543871	61469	97.7%
CM091517.1	+	1338022	1479456	141435	CBCUDI010000027.1	-	340244	482412	142169	97.4%
CM091517.1	+	1480728	1514688	33961	CBCUDI010000027.1	-	305620	340244	34625	97.6%
CM091517.1	+	1622659	1692037	69379	CBCUDI010000027.1	-	151104	221290	70187	97.8%
CM091517.1	+	1704291	1760190	55900	CBCUDI010000027.1	-	95162	151111	55950	96.0%
CM091517.1	+	1741854	1779728	37875	CBCUDI010000027.1	-	36077	73425	37349	89.0%
CM091517.1	+	1750576	1770342	19767	CBCUDI010000027.1	-	54687	75127	20441	89.0%
CM091517.1	+	1752292	1779728	27437	CBCUDI010000027.1	-	85828	113266	27439	93.9%
CM091517.1	+	1760665	1789877	29213	CBCUDI010000027.1	-	66757	95164	28408	95.0%
CM091517.1	+	1807702	1837094	29393	CBCUDI010000027.1	-	323	28823	28501	97.7%
